id_installation,installation,code_commune,commune,epci_code,epci_nom,code_departement,departement,equipments_total,bassins_total,operational_status_code,operational_status_label,operational_status_reason,status_source,status_source_url,status_reviewed_at,status_confidence,status_verified_by,status_is_manual,status_override_comment,survey_date_latest,state_change_date_latest
I594490006,PISCINE MUNICIPALE,59449,Orchies,200041960,CC Pévèle-Carembault,59,Nord,1,1,open_probable,Ouvert probable,"La communauté de communes publie en janvier 2025 les horaires et animations de la piscine communautaire d'Orchies, puis confirme en octobre 2025 une fermeture technique ponctuelle de quelques jours seulement.",CC Pévèle Carembault,https://www.pevelecarembault.fr/actualites/natation-et-parcours-flottant-la-piscine-dorchies,2026-03-16,Forte,,1,"La communauté de communes publie en janvier 2025 les horaires et animations de la piscine communautaire d'Orchies, puis confirme en octobre 2025 une fermeture technique ponctuelle de quelques jours seulement.",2025-03-31,2024-02-21
I594840006,Piscine du Sivah,59484,Quiévrechain,245901160,CA Valenciennes Métropole,59,Nord,2,2,open_probable,Ouvert probable,"La ville de Quiévrechain maintient une page officielle de la piscine intercommunale avec coordonnées et intégration des informations d'exploitation du SIVOM, ce qui confirme l'ouverture du site.",Ville de Quiévrechain,https://quievrechain.fr/la-piscine-intercommunale/,2026-03-16,Forte,,1,"La ville de Quiévrechain maintient une page officielle de la piscine intercommunale avec coordonnées et intégration des informations d'exploitation du SIVOM, ce qui confirme l'ouverture du site.",2025-03-31,2024-04-24
I594910002,piscine Louis Poncet,59491,Raismes,200042190,CA de la Porte du Hainaut,59,Nord,1,1,open_probable,Ouvert probable,"La ville de Raismes présente la piscine Louis Poncet comme équipement actif avec horaires, activités et tarifs, ce qui confirme l'ouverture du site.",Ville de Raismes,https://www.ville-raismes.fr/animations/piscine,2026-03-16,Forte,,1,"La ville de Raismes présente la piscine Louis Poncet comme équipement actif avec horaires, activités et tarifs, ce qui confirme l'ouverture du site.",2025-03-31,2024-04-24
I594950004,PISCINE INTERCOMMUNALE,59495,Recquignies,200043396,CA Maubeuge Val de Sambre,59,Nord,1,1,open_probable,Ouvert probable,L'Agglo annonce officiellement la réouverture de la piscine René Vroonhove de Boussois-Recquignies le 18 octobre 2025 après six mois de travaux.,Agglo Maubeuge Val de Sambre,https://agglo-maubeugevaldesambre.fr/renovation-piscine-boussois-recquignies/,2026-03-16,Forte,,1,L'Agglo annonce officiellement la réouverture de la piscine René Vroonhove de Boussois-Recquignies le 18 octobre 2025 après six mois de travaux.,2025-03-31,2024-04-24
I595260001,Centre Aquatique intercommunal de Saint-Amand-les-Eaux,59526,Saint-Amand-les-Eaux,200042190,CA de la Porte du Hainaut,59,Nord,2,2,open_probable,Ouvert probable,"Le site officiel du Dragon d'Eau publie des horaires détaillés pour l'hiver 2026 et des plannings d'activités, ce qui confirme l'ouverture au public.",Au Dragon d'Eau,https://dragondeau.fr/horaires-dragon-deau/,2026-03-16,Forte,,1,"Le site officiel du Dragon d'Eau publie des horaires détaillés pour l'hiver 2026 et des plannings d'activités, ce qui confirme l'ouverture au public.",2025-03-31,2024-05-07
I595440006,PISCINE MUNICIPALE,59544,Saint-Saulve,245901160,CA Valenciennes Métropole,59,Nord,2,2,open_probable,Ouvert probable,"La ville de Saint-Saulve publie les horaires généraux, les activités et les contacts de la piscine municipale, ce qui confirme l'ouverture du site.",Ville de Saint-Saulve,https://www.ville-saint-saulve.fr/piscine/,2026-03-16,Forte,,1,"La ville de Saint-Saulve publie les horaires généraux, les activités et les contacts de la piscine municipale, ce qui confirme l'ouverture du site.",2025-03-31,2024-04-24
I595690010,PISCINE TOURNESOL,59569,Sin-le-Noble,200044618,CA Douaisis Agglo,59,Nord,1,1,open_probable,Ouvert probable,"La ville de Sin-le-Noble publie les horaires 2025-2026, les cours et les tarifs de la piscine municipale, ce qui confirme l'ouverture du site.",Ville de Sin-le-Noble,https://www.sinlenoble.fr/bougez/envie-de-sport/la-piscine-municipale,2026-03-16,Forte,,1,"La ville de Sin-le-Noble publie les horaires 2025-2026, les cours et les tarifs de la piscine municipale, ce qui confirme l'ouverture du site.",2025-03-31,2017-01-20
I595690016,Sourcéane,59569,Sin-le-Noble,200044618,CA Douaisis Agglo,59,Nord,1,1,open_probable,Ouvert probable,"Douaisis Agglo maintient la page officielle des horaires de Sourcéane et précise que les horaires détaillés sont disponibles sur le site du centre, ce qui confirme l'exploitation du site.",Douaisis Agglo,https://www.douaisis-agglo.com/loisirs/sourceane/horaires/,2026-03-16,Forte,,1,"Douaisis Agglo maintient la page officielle des horaires de Sourcéane et précise que les horaires détaillés sont disponibles sur le site du centre, ce qui confirme l'exploitation du site.",2025-03-31,2024-03-14
I595710003,PISCINE,59571,Solesmes,245901038,CC du Pays Solesmois,59,Nord,2,2,open_probable,Ouvert probable,"La communauté de communes publie une page active avec horaires, plaquette, tarifs et activités de la piscine intercommunale, ce qui confirme l'ouverture du site.",Communauté de Communes du Pays Solesmois,https://www.ccpays-solesmois.fr/piscineintercommunale/,2026-03-16,Forte,,1,"La communauté de communes publie une page active avec horaires, plaquette, tarifs et activités de la piscine intercommunale, ce qui confirme l'ouverture du site.",2025-03-31,2024-02-28
I595860007,Centre aquatique le Chant de l'Eau,59586,Templeuve-en-Pévèle,200041960,CC Pévèle-Carembault,59,Nord,4,4,open_probable,Ouvert probable,"La page institutionnelle de Pévèle Carembault présente Le Chant de l'Eau, ses équipements et renvoie vers les horaires actuels du gestionnaire, ce qui confirme l'exploitation du site.",Office de tourisme Pévèle Carembault,https://tourisme.pevelecarembault.fr/loisirs/equipements-sportifs-communautaires/centre-aquatique-le-chant-de-leau,2026-03-16,Forte,,1,"La page institutionnelle de Pévèle Carembault présente Le Chant de l'Eau, ses équipements et renvoie vers les horaires actuels du gestionnaire, ce qui confirme l'exploitation du site.",2025-03-31,2024-09-27
I595990002,Tourcoing les Bains,59599,Tourcoing,200093201,Métropole Européenne de Lille,59,Nord,7,5,open_probable,Ouvert probable,"La page officielle des équipements sportifs de la Ville de Tourcoing présente Tourcoing-les-Bains avec des horaires complets d'ouverture au public, ce qui confirme l'exploitation du site.",Ville de Tourcoing,https://www.tourcoing.fr/Des-idees-d-activite/Sport/Equipements-sportifs,2026-03-16,Forte,,1,"La page officielle des équipements sportifs de la Ville de Tourcoing présente Tourcoing-les-Bains avec des horaires complets d'ouverture au public, ce qui confirme l'exploitation du site.",2025-03-31,2024-04-24
I590090058,CENTRE NAUTIQUE BABYLONE,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,5,1,open_probable,Ouvert probable,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.,Ville de Villeneuve d'Ascq,https://piscines.villeneuvedascq.fr/horaires-des-piscines,2026-03-11,Forte,,1,La page officielle affiche les horaires du centre nautique Babylone pendant l'hiver 2026 puis en période scolaire.,2025-03-31,2024-04-24
I590090057,PISCINE DU TRIOLO,59009,Villeneuve-d'Ascq,200093201,Métropole Européenne de Lille,59,Nord,3,2,open_probable,Ouvert probable,"La ville de Villeneuve d'Ascq présente les équipements, animations et actualités de la piscine du Triolo, ce qui confirme l'exploitation du site.",Ville de Villeneuve d'Ascq,https://piscines.villeneuvedascq.fr/piscine-du-triolo-equipements-et-animations,2026-03-16,Forte,,1,"La ville de Villeneuve d'Ascq présente les équipements, animations et actualités de la piscine du Triolo, ce qui confirme l'exploitation du site.",2025-03-31,2024-04-24
I596460016,PISCINE CENTRE NAUTIQUE CALYPSO,59646,Wasquehal,200093201,Métropole Européenne de Lille,59,Nord,2,2,open_probable,Ouvert probable,"Le site officiel de Calypso présente l'espace aquatique, les activités et les informations pratiques du centre de Wasquehal, ce qui confirme l'ouverture du site.",Calypso,https://www.vert-marine.com/calypso-wasquehal-59/,2026-03-16,Forte,,1,"Le site officiel de Calypso présente l'espace aquatique, les activités et les informations pratiques du centre de Wasquehal, ce qui confirme l'ouverture du site.",2025-03-31,2024-04-24
I596480018,Piscine ZEN & O,59648,Wattignies,200093201,Métropole Européenne de Lille,59,Nord,1,1,open_probable,Ouvert probable,"Le guide officiel 2024-2025 de la ville présente Zen&O, ses coordonnées et son fonctionnement, ce qui confirme l'activité du site.",Ville de Wattignies,https://www.mairie-wattignies.com/app/uploads/2024/09/Wattignies-Le-Guide-2024-2025.pdf,2026-03-16,Moyenne,,1,"Le guide officiel 2024-2025 de la ville présente Zen&O, ses coordonnées et son fonctionnement, ce qui confirme l'activité du site.",2025-03-31,2024-04-25
I596630011,Centre aquatique Linéo,59663,Wormhout,200040954,CC des Hauts de Flandre,59,Nord,2,2,open_probable,Ouvert probable,"Le site officiel de Linéo indique un accueil téléphonique durant les horaires d'ouverture et renvoie vers les pages horaires et tarifs, ce qui confirme l'exploitation du centre.",Linéo,https://lineo.cchf.fr/contacter-le-centre/,2026-03-16,Forte,,1,"Le site officiel de Linéo indique un accueil téléphonique durant les horaires d'ouverture et renvoie vers les pages horaires et tarifs, ce qui confirme l'exploitation du centre.",2025-07-29,
I600570045,Aquaspace,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,5,5,open_probable,Ouvert probable,"La page officielle du Beauvaisis, mise à jour le 19 février 2026, publie les horaires détaillés de l'Aquaspace et ne mentionne qu'une fermeture partielle ponctuelle ou une fermeture de maintenance passée, ce qui confirme l'ouverture au public.",Beauvaisis,https://www.beauvaisis.fr/loisir/sport/sports-installations-sportives-clubs-evenements-sportifs/aquaspace/,2026-03-16,Forte,,1,"La page officielle du Beauvaisis, mise à jour le 19 février 2026, publie les horaires détaillés de l'Aquaspace et ne mentionne qu'une fermeture partielle ponctuelle ou une fermeture de maintenance passée, ce qui confirme l'ouverture au public.",2025-03-31,2024-04-24
I600570060,Piscine Aldebert Bellier,60057,Beauvais,200067999,CA du Beauvaisis,60,Oise,2,2,open_probable,Ouvert probable,"Le Beauvaisis maintient une page active dédiée à la piscine Aldebert Bellier et diffuse aussi une plaquette d'horaires 2025, ce qui confirme l'ouverture du site.",Beauvaisis,https://www.beauvaisis.fr/annuaire/piscine-aldebert-bellier/,2026-03-16,Forte,,1,"Le Beauvaisis maintient une page active dédiée à la piscine Aldebert Bellier et diffuse aussi une plaquette d'horaires 2025, ce qui confirme l'ouverture du site.",2025-03-31,2024-11-28
I601030008,PISCINE INTERCOMMUNALE,60103,Bresles,200067999,CA du Beauvaisis,60,Oise,2,2,open_probable,Ouvert probable,"Le Beauvaisis maintient la piscine intercommunale Jacques Trubert dans son pôle aquatique avec présentation du site, ce qui confirme l'ouverture de l'équipement à Bresles.",Beauvaisis,https://lespiscines.beauvaisis.fr/piscine-jacques-trubert,2026-03-16,Forte,,1,"Le Beauvaisis maintient la piscine intercommunale Jacques Trubert dans son pôle aquatique avec présentation du site, ce qui confirme l'ouverture de l'équipement à Bresles.",2025-03-31,2024-04-24
I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,60104,Breteuil,200068005,CC de l'Oise Picarde,60,Oise,3,2,open_probable,Ouvert probable,"Le site officiel du centre nautique Kalamos publie les horaires et l'organisation des bassins, ce qui confirme l'ouverture du site de Breteuil.",Kalamos,https://kalamos.fr/,2026-03-16,Forte,,1,"Le site officiel du centre nautique Kalamos publie les horaires et l'organisation des bassins, ce qui confirme l'ouverture du site de Breteuil.",2025-03-31,2024-02-22
I601390001,PISCINE AQUATHELLE,60139,Chambly,200067973,CC Thelloise,60,Oise,3,2,open_probable,Ouvert probable,"Le site officiel d'Aquathelle publie les horaires des bassins et des actualités datées de 2026, ce qui confirme l'ouverture au public.",Aquathelle,https://aquathelle.fr/,2026-03-16,Forte,,1,"Le site officiel d'Aquathelle publie les horaires des bassins et des actualités datées de 2026, ce qui confirme l'ouverture au public.",2025-03-31,2024-09-26
I601590027,Plaine des sports Zac Mercieres,60159,Compiègne,200067965,CA de la Région de Compiègne et de la Basse Automne,60,Oise,10,2,open_probable,Ouvert probable,"Le site officiel de la piscine-patinoire de Mercières publie ses horaires, sa boutique et ses conditions d'accès, ce qui confirme l'exploitation du site à Compiègne.",Piscine de Mercières,https://piscine-patinoire.compiegne.fr/,2026-03-16,Forte,,1,"Le site officiel de la piscine-patinoire de Mercières publie ses horaires, sa boutique et ses conditions d'accès, ce qui confirme l'exploitation du site à Compiègne.",2025-03-31,2024-04-24
I601750010,Piscine municipale,60175,Creil,200068047,CA Creil Sud Oise,60,Oise,1,1,open_probable,Ouvert probable,"La ville de Creil a publié les horaires d'été 2025, les tarifs et les fermetures ponctuelles de la piscine municipale, ce qui confirme l'exploitation du site.",Ville de Creil,https://www.creil.fr/actualites/piscine-ete-2025,2026-03-16,Forte,,1,"La ville de Creil a publié les horaires d'été 2025, les tarifs et les fermetures ponctuelles de la piscine municipale, ce qui confirme l'exploitation du site.",2025-03-31,2024-04-24
I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,60223,Estrées-Saint-Denis,246000897,CC de la Plaine d'Estrées,60,Oise,4,4,open_probable,Ouvert probable,"La communauté de communes et le site du centre aquatique publient encore les horaires et informations pratiques, ce qui confirme la réouverture et l'exploitation après les travaux de 2024.",CC Plaine d'Estrées,https://www.ccplaine-estrees.com/vivre-au-quotidien/sport-et-loisirs/centre-aquatique/,2026-03-16,Forte,,1,"La communauté de communes et le site du centre aquatique publient encore les horaires et informations pratiques, ce qui confirme la réouverture et l'exploitation après les travaux de 2024.",2025-03-31,2024-09-26
I602820009,PISCINE AQUALIS,60282,Gouvieux,246000764,CC de l'Aire Cantilienne,60,Oise,5,4,open_probable,Ouvert probable,"Le site officiel d'Aqualis indique que la structure est ouverte à l'année et 7 jours sur 7, avec des actualités et horaires actifs en 2026.",Aqualis,https://piscineaqualis.fr/,2026-03-16,Forte,,1,"Le site officiel d'Aqualis indique que la structure est ouverte à l'année et 7 jours sur 7, avec des actualités et horaires actifs en 2026.",2025-03-31,2011-06-16
I602860002,PISCINE OCEANE,60286,Grandvilliers,246000848,CC de la Picardie Verte,60,Oise,2,2,open_probable,Ouvert probable,"Le site officiel de la piscine Océane publie les horaires et tarifs du centre, ce qui confirme l'ouverture du site de Grandvilliers.",Piscine Océane,https://piscineoceane.fr/horaires-et-tarifs/,2026-03-16,Forte,,1,"Le site officiel de la piscine Océane publie les horaires et tarifs du centre, ce qui confirme l'ouverture du site de Grandvilliers.",2025-03-31,2024-04-24
I603950010,Piscine des Sablons,60395,Méru,246000582,CC des Sablons,60,Oise,2,2,open_probable,Ouvert probable,"Le site officiel d'Aquoise publie les horaires scolaires et vacances 2026 ainsi que des actualités récentes, ce qui confirme l'ouverture du centre aquatique de Méru.",Aquoise,https://aquoise.fr/horaires.html,2026-03-16,Forte,,1,"Le site officiel d'Aquoise publie les horaires scolaires et vacances 2026 ainsi que des actualités récentes, ce qui confirme l'ouverture du centre aquatique de Méru.",2025-03-31,2024-04-24
I604710011,PISCINE MUNICIPALE PAUL BOUTEFEU,60471,Noyon,246000756,CC du Pays Noyonnais,60,Oise,3,2,open_probable,Ouvert probable,Le magazine municipal présente les horaires estivaux et les usages publics de la piscine Paul Boutefeu.,Ville de Noyon,https://www.ville-noyon.fr/app/uploads/2024/03/VAN-juin-2022-web.pdf,2026-03-11,Moyenne,,1,Le magazine municipal présente les horaires estivaux et les usages publics de la piscine Paul Boutefeu.,2025-03-31,2024-04-24
I605090006,PISCINE,60509,Pont-Sainte-Maxence,246000921,CC des Pays d'Oise et d'Halatte,60,Oise,1,1,open_probable,Ouvert probable,"Le guide touristique municipal 2025 recense la piscine Jacques Moignet avec horaires et contact, sans signal de fermeture durable.",Ville de Pont-Sainte-Maxence,https://pontsaintemaxence.fr/wp-content/uploads/2025/03/Guide-touristique-2025-WEB.pdf,2026-03-11,Moyenne,,1,"Le guide touristique municipal 2025 recense la piscine Jacques Moignet avec horaires et contact, sans signal de fermeture durable.",2025-03-31,2024-01-31
I606360002,PISCINE GEORGES BONICHOT,60636,Thourotte,246000772,CC des Deux Vallées,60,Oise,1,1,open_probable,Ouvert probable,"La ville de Thourotte publie la page de la piscine Georges Bonichot avec horaires en période scolaire et vacances, ce qui confirme l'ouverture du site.",Ville de Thourotte,https://www.thourotte.fr/fr/culture-et-loisirs/vie-sportive/piscine/,2026-03-16,Forte,,1,"La ville de Thourotte publie la page de la piscine Georges Bonichot avec horaires en période scolaire et vacances, ce qui confirme l'ouverture du site.",2025-03-31,2019-09-19
I606890002,CENTRE DES SPORTS RIMBERLIEU,60689,Villers-sur-Coudun,246000855,CC du Pays des Sources,60,Oise,13,1,open_probable,Ouvert probable,"La communauté de communes présente le club de Rimberlieu comme lieu actif avec animations, natation pendant les vacances et soirées au bord de la piscine, ce qui confirme l'exploitation du site.",Communauté de Communes du Pays des Sources,https://www.cc-pays-sources.fr/fiche-annuaire/club-des-sports-de-rimberlieu/,2026-03-16,Moyenne,,1,"La communauté de communes présente le club de Rimberlieu comme lieu actif avec animations, natation pendant les vacances et soirées au bord de la piscine, ce qui confirme l'exploitation du site.",2025-03-31,2020-12-12
I620040009,PISCINE MUNICIPALE,62004,Achicourt,200033579,CU d'Arras,62,Pas-de-Calais,1,1,open_probable,Ouvert probable,"L'annuaire officiel du Grand Arras publie les horaires de la piscine François Menard et indique une mise à jour au 29 juillet 2025, ce qui confirme la réouverture du site.",Grand Arras,https://www.grandarras.fr/annuaire-des-equipements/piscine-francois-menard,2026-03-16,Forte,,1,"L'annuaire officiel du Grand Arras publie les horaires de la piscine François Menard et indique une mise à jour au 29 juillet 2025, ce qui confirme la réouverture du site.",2025-03-31,2024-01-31
I620140019,AQUALYS,62014,Aire-sur-la-Lys,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"La fiche institutionnelle du Pays de Saint-Omer indique que le centre aquatique Aqualys est ouvert tous les jours de l'année et renvoie vers le site de l'exploitant, ce qui confirme l'exploitation du site.",Office de tourisme du Pays de Saint-Omer,https://en.tourisme-saintomer.com/get-out-and-about/activities-and-leisure/centre-aquatique-aqualys-aire-sur-la-lys-en-3600303/,2026-03-16,Moyenne,,1,"La fiche institutionnelle du Pays de Saint-Omer indique que le centre aquatique Aqualys est ouvert tous les jours de l'année et renvoie vers le site de l'exploitant, ce qui confirme l'exploitation du site.",2025-03-31,2025-01-31
I620140013,PISCINE IRIS,62014,Aire-sur-la-Lys,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,1,1,open_probable,Ouvert probable,La page CAPSO présente Aqualys comme un équipement actif avec activités toute l'année et renvoi vers les horaires.,CAPSO,https://www.ca-pso.fr/quotidien/sport/equipements/aqualys/,2026-03-11,Moyenne,,1,La page CAPSO présente Aqualys comme un équipement actif avec activités toute l'année et renvoi vers les horaires.,2025-03-31,2024-03-15
I620400005,PISCINE MUNICIPALE,62040,Arques,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"La CAPSO publie les horaires, activités et coordonnées de la piscine communautaire d'Arques, ce qui confirme l'ouverture du site.",CAPSO,https://www.ca-pso.fr/quotidien/sport/equipements/piscine-arques/,2026-03-16,Forte,,1,"La CAPSO publie les horaires, activités et coordonnées de la piscine communautaire d'Arques, ce qui confirme l'ouverture du site.",2025-03-31,2024-01-31
I620410045,PISCINE ELIE DESBIN,62041,Arras,200033579,CU d'Arras,62,Pas-de-Calais,3,2,open_probable,Ouvert probable,"L'agenda officiel de la ville d'Arras annonce encore en avril 2025 un événement de water-polo à la piscine Elie Desbin, ce qui confirme l'exploitation du site.",Ville d'Arras,https://www.arras.fr/evenement/rca-water-polo-1-8e-de-finales-n1f,2026-03-16,Moyenne,,1,"L'agenda officiel de la ville d'Arras annonce encore en avril 2025 un événement de water-polo à la piscine Elie Desbin, ce qui confirme l'exploitation du site.",2025-03-31,2024-04-24
I620410067,PISCINE GEORGES DAULLE,62041,Arras,200033579,CU d'Arras,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"La communauté urbaine d'Arras publie les horaires détaillés de la piscine Georges Daullé, mis à jour à l'été 2025, ce qui confirme l'ouverture du site.",Communauté urbaine d'Arras,https://www.grandarras.fr/annuaire-des-equipements/piscine-georges-daulle,2026-03-16,Forte,,1,"La communauté urbaine d'Arras publie les horaires détaillés de la piscine Georges Daullé, mis à jour à l'été 2025, ce qui confirme l'ouverture du site.",2025-03-31,2024-04-24
