id_installation,installation,code_commune,commune,epci_code,epci_nom,code_departement,departement,equipments_total,bassins_total,operational_status_code,operational_status_label,operational_status_reason,status_source,status_source_url,status_reviewed_at,status_confidence,status_verified_by,status_is_manual,status_override_comment,survey_date_latest,state_change_date_latest
I620570009,PISCINE INTERCOMMUNALE,62057,Audruicq,246200844,CC de la Région d'Audruicq,62,Pas-de-Calais,1,1,open_probable,Ouvert probable,"La communauté de communes maintient une page dédiée à la piscine intercommunale avec rubriques horaires, activités et tarifs, ce qui confirme l'exploitation du site d'Audruicq.",Communauté de Communes de la Région d'Audruicq,https://www.ccra.fr/La-piscine-intercommunale/40/,2026-03-16,Moyenne,,1,"La communauté de communes maintient une page dédiée à la piscine intercommunale avec rubriques horaires, activités et tarifs, ce qui confirme l'exploitation du site d'Audruicq.",2025-03-31,2015-08-25
I620650002,PISCINE MUNICIPALE,62065,Avion,246200364,CA de Lens - Liévin,62,Pas-de-Calais,1,1,open_probable,Ouvert probable,"La ville d'Avion a publié des horaires élargis, les tarifs et les activités de la piscine municipale, ce qui confirme l'ouverture du site.",Ville d'Avion,https://ville-avion.fr/piscine-municipale-0,2026-03-16,Forte,,1,"La ville d'Avion a publié des horaires élargis, les tarifs et les activités de la piscine municipale, ce qui confirme l'ouverture du site.",2025-03-31,2019-02-14
I620800008,PISCINE INTERCOMMUNALE,62080,Bapaume,200035442,CC du Sud-Artois,62,Pas-de-Calais,1,1,open_probable,Ouvert probable,La communauté de communes présente la piscine Oxygène du Seuil de l'Artois comme équipement de loisirs en service à Bapaume.,Communauté de communes du Sud-Artois,https://www.cc-sudartois.fr/me-divertir/piscine-oxygene-du-seuil-de-lartois,2026-03-16,Forte,,1,La communauté de communes présente la piscine Oxygène du Seuil de l'Artois comme équipement de loisirs en service à Bapaume.,2025-03-31,2024-02-14
I620830008,"Piscine communautaire à Barlin ""Le NAUTILUD""",62083,Barlin,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,open_probable,Ouvert probable,"La ville de Barlin maintient une page dédiée au Nautilud et renvoie vers les horaires et tarifs de la piscine communautaire, ce qui confirme son exploitation.",Ville de Barlin,https://www.barlin.fr/piscine,2026-03-16,Forte,,1,"La ville de Barlin maintient une page dédiée au Nautilud et renvoie vers les horaires et tarifs de la piscine communautaire, ce qui confirme son exploitation.",2025-03-31,2020-02-29
I621330012,Centre Aquatique Louis Aragon,62133,Billy-Montigny,246200364,CA de Lens - Liévin,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"La page municipale du centre aquatique Louis Aragon publie les coordonnées, les horaires et l'accès au site, ce qui confirme l'ouverture du nouvel équipement.",Ville de Billy-Montigny,https://www.billy-montigny.fr/site/vivre-a-billy-montigny/sport/centre-aquatique/,2026-03-16,Forte,,1,"La page municipale du centre aquatique Louis Aragon publie les coordonnées, les horaires et l'accès au site, ce qui confirme l'ouverture du nouvel équipement.",2025-03-31,2024-11-28
I621600029,PISCINE MUNICIPALE,62160,Boulogne-sur-Mer,246200729,CA du Boulonnais,62,Pas-de-Calais,3,3,open_probable,Ouvert probable,"La ville de Boulogne-sur-Mer indique la réouverture de la piscine municipale et publie ses informations d'exploitation, ce qui confirme l'ouverture du site.",Ville de Boulogne-sur-Mer,https://www.ville-boulogne-sur-mer.fr/annuaire/piscine-municipale/,2026-03-16,Forte,,1,"La ville de Boulogne-sur-Mer indique la réouverture de la piscine municipale et publie ses informations d'exploitation, ce qui confirme l'ouverture du site.",2025-03-31,2020-10-06
I621190008,CENTRE AQUATIQUE CITE d'O,62119,Béthune,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,7,4,open_probable,Ouvert probable,Le site officiel affiche les horaires du jour et annonce seulement une fermeture exceptionnelle du 13 au 15 mars 2026.,Cité d'O Béthune,https://centreaquatiquebethune.fr/plannings.html,2026-03-11,Forte,,1,Le site officiel affiche les horaires du jour et annonce seulement une fermeture exceptionnelle du 13 au 15 mars 2026.,2025-03-31,2024-09-26
I621930039,Complexe Icéo,62193,Calais,200090751,CA Grand Calais Terres et Mers,62,Pas-de-Calais,9,6,open_probable,Ouvert probable,"Grand Calais Terres & Mers indique en juin 2025 les horaires d'ouverture estivale, l'ouverture les 14 juillet et 15 août et les inscriptions aux stages directement à l'accueil du complexe Icéo, ce qui confirme l'exploitation du site.",Grand Calais Terres & Mers,https://www.grandcalais.fr/la-saison-estivale-diceo-est-lancee/,2026-03-16,Forte,,1,"Grand Calais Terres & Mers indique en juin 2025 les horaires d'ouverture estivale, l'ouverture les 14 juillet et 15 août et les inscriptions aux stages directement à l'accueil du complexe Icéo, ce qui confirme l'exploitation du site.",2025-03-31,2024-04-24
I621930005,PISCINE EMILE RANSON,62193,Calais,200090751,CA Grand Calais Terres et Mers,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"La fiche institutionnelle Calais XXL présente la piscine Emile Ranson comme équipement de l'agglomération avec coordonnées et site officiel, ce qui confirme l'exploitation du site.",Calais XXL,https://www.calaisxxl.com/offres/a-voir-a-faire/piscine-ranson/,2026-03-16,Moyenne,,1,"La fiche institutionnelle Calais XXL présente la piscine Emile Ranson comme équipement de l'agglomération avec coordonnées et site officiel, ce qui confirme l'exploitation du site.",2025-03-31,2024-04-24
I622500003,piscine municipale,62250,Courrières,246200299,CA d'Hénin-Carvin,62,Pas-de-Calais,1,1,open_probable,Ouvert probable,"La ville de Courrières présente la piscine municipale, ses bassins, ses coordonnées et ses horaires d'accueil, ce qui confirme l'ouverture du site.",Ville de Courrières,https://www.courrieres.fr/activites/piscine,2026-03-16,Forte,,1,"La ville de Courrières présente la piscine municipale, ses bassins, ses coordonnées et ses horaires d'accueil, ce qui confirme l'ouverture du site.",2025-03-31,2024-02-07
I622680012,Centre Aquatique Naturéo,62268,Desvres,200018083,CC de Desvres-Samer,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"Le site officiel de Naturéo à Desvres publie ses tarifs, ses horaires et ses activités, ce qui confirme l'ouverture du centre aquatique.",Naturéo,https://www.natureo-ccds.fr/,2026-03-16,Forte,,1,"Le site officiel de Naturéo à Desvres publie ses tarifs, ses horaires et ses activités, ce qui confirme l'ouverture du centre aquatique.",2026-01-13,
I622700008,PISCINE TOURNESOL,62270,Divion,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,open_probable,Ouvert probable,"La ville de Divion présente la piscine communautaire, ses horaires et ses caractéristiques, ce qui confirme l'exploitation du site.",Ville de Divion,https://divion.fr/sorties/sport/piscine/,2026-03-16,Forte,,1,"La ville de Divion présente la piscine communautaire, ses horaires et ses caractéristiques, ce qui confirme l'exploitation du site.",2025-03-31,2024-02-21
I623610002,COMPLEXE SIDONIE GUITTARD,62361,Frévent,200069672,CC du Ternois,62,Pas-de-Calais,6,2,open_probable,Ouvert probable,Le procès-verbal du conseil municipal du 27 juin 2025 mentionne la réouverture de la piscine et le site municipal des équipements sportifs la liste encore en 2026.,Ville de Frévent,https://www.villedefrevent.fr/wp-content/uploads/2023/03/Proces-verbal-CM-27-JUIN-2025.pdf,2026-03-16,Moyenne,,1,Le procès-verbal du conseil municipal du 27 juin 2025 mentionne la réouverture de la piscine et le site municipal des équipements sportifs la liste encore en 2026.,2025-03-31,2024-02-01
I624430002,INSTALLATIONS SPORTIVES complexe vivre,62443,Hersin-Coupigny,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,3,1,open_probable,Ouvert probable,"L'Agglomération indique le 21 janvier 2026 que la piscine d'Hersin-Coupigny, rénovée et agrandie, a été inaugurée le 15 janvier 2026 après 17 mois de chantier.",Béthune-Bruay Agglomération,https://www.bethunebruay.fr/fr/actualites/aqualoisne-la-piscine-dhersin-coupigny-renovee,2026-03-16,Forte,,1,"L'Agglomération indique le 21 janvier 2026 que la piscine d'Hersin-Coupigny, rénovée et agrandie, a été inaugurée le 15 janvier 2026 après 17 mois de chantier.",2025-03-31,2024-02-22
I624270010,Piscine Municipale Jean Jacques MALINA,62427,Hénin-Beaumont,246200299,CA d'Hénin-Carvin,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"Le programme officiel de la Fête du sport 2025 propose des portes ouvertes et un tarif spécial à la piscine Jean-Jacques Malina, ce qui confirme son exploitation.",Ville d'Hénin-Beaumont,https://www.henin-beaumont.fr/site/wp-content/uploads/2025/08/Livret-fete-du-sport-vf.pdf,2026-03-16,Moyenne,,1,"Le programme officiel de la Fête du sport 2025 propose des portes ouvertes et un tarif spécial à la piscine Jean-Jacques Malina, ce qui confirme son exploitation.",2025-03-31,2024-09-19
I624980051,Aqualens,62498,Lens,246200364,CA de Lens - Liévin,62,Pas-de-Calais,6,3,open_probable,Ouvert probable,"La page officielle d'Aqualens publie les horaires et tarifs du centre aquatique, ainsi que des actualités d'exploitation en 2025, sans signal de fermeture saisonnière ou durable.",Centre aquatique Aqualens,https://www.aqualens.fr/baignade-et-balneo/,2026-03-16,Forte,,1,"La page officielle d'Aqualens publie les horaires et tarifs du centre aquatique, ainsi que des actualités d'exploitation en 2025, sans signal de fermeture saisonnière ou durable.",2025-03-31,2024-11-15
I625160007,Piscine (Parc du Brule),62516,Lillers,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,1,1,open_probable,Ouvert probable,L'annuaire communautaire référence la piscine de Lillers comme équipement en service avec ses caractéristiques et coordonnées.,Béthune-Bruay.fr,https://www.bethunebruay.fr/fr/annuaire-des-sites-communautaires-et-mairies/piscine-de-lillers,2026-03-16,Moyenne,,1,L'annuaire communautaire référence la piscine de Lillers comme équipement en service avec ses caractéristiques et coordonnées.,2025-03-31,2024-09-19
I625100041,Espace aquatique et de remise en forme NAUTICAA,62510,Liévin,246200364,CA de Lens - Liévin,62,Pas-de-Calais,8,5,open_probable,Ouvert probable,Le site officiel de Nauticaa affiche les horaires et plannings de la semaine du 9 mars 2026.,Nauticaa,https://www.nauticaa.fr/planning/,2026-03-11,Forte,,1,Le site officiel de Nauticaa affiche les horaires et plannings de la semaine du 9 mars 2026.,2025-03-31,2024-09-19
I625250002,SCENEO,62525,Longuenesse,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"Le site officiel de Scénéo détaille les espaces aquatiques, les horaires et les activités, ce qui confirme l'exploitation du site de Longuenesse.",Scénéo,https://www.sceneo-aqua.fr/,2026-03-16,Forte,,1,"Le site officiel de Scénéo détaille les espaces aquatiques, les horaires et les activités, ce qui confirme l'exploitation du site de Longuenesse.",2025-03-31,2024-04-24
I625340009,Piscine Intercommunale de Lumbres,62534,Lumbres,246201016,CC du Pays de Lumbres,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"La ville de Lumbres référence la piscine intercommunale parmi les équipements sportifs du territoire, sans signal de fermeture durable.",Ville de Lumbres,https://www.ville-lumbres.fr/fr/rb/438133/sport-45,2026-03-16,Moyenne,,1,"La ville de Lumbres référence la piscine intercommunale parmi les équipements sportifs du territoire, sans signal de fermeture durable.",2025-03-31,2024-04-24
I625490001,Aquatic & Bowling Center de l'Hesdinois,62549,Marconne,200044030,CC des 7 Vallées,62,Pas-de-Calais,5,3,open_probable,Ouvert probable,"Le site officiel de l'Aquatic et Bowling Center de l'Hesdinois publie horaires, activités et informations d'accès, ce qui confirme l'ouverture du site.",ABC Hesdinois,https://www.abc-hesdinois.fr/,2026-03-16,Forte,,1,"Le site officiel de l'Aquatic et Bowling Center de l'Hesdinois publie horaires, activités et informations d'accès, ce qui confirme l'ouverture du site.",2025-03-31,2024-09-26
I625590002,COMPLEXE SPORTIF DU COLLEGE DES MARCHES DE L'ARTOIS,62559,Marquion,200044048,CC Osartis Marquion,62,Pas-de-Calais,2,1,open_probable,Ouvert probable,"La page communale présente encore le collège des Marches de l'Artois de Marquion comme disposant d'une piscine, ce qui concorde avec Data ES 2025 et l'autorisation d'ouverture déclarée.",Commune de Riencourt-les-Cagnicourt,https://riencourtlescagnicourt.fr/vie-scolaire-4,2026-03-16,Moyenne,,1,"La page communale présente encore le collège des Marches de l'Artois de Marquion comme disposant d'une piscine, ce qui concorde avec Data ES 2025 et l'autorisation d'ouverture déclarée.",2025-03-31,2024-09-02
I626170019,Piscine municipale,62617,Nœux-les-Mines,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"L'agglomération maintient la piscine communautaire de Nœux-les-Mines dans sa liste des piscines ouvertes au public et renvoie vers ses horaires, ce qui confirme l'exploitation du site.",Bethune-Bruay Agglomération,https://www.bethunebruay.fr/fr/piscines-communautaires,2026-03-16,Forte,,1,"L'agglomération maintient la piscine communautaire de Nœux-les-Mines dans sa liste des piscines ouvertes au public et renvoie vers ses horaires, ce qui confirme l'exploitation du site.",2025-03-31,2024-04-24
I626430016,PISCINE INTERCOMMUNAL OCEANE,62643,Outreau,246200729,CA du Boulonnais,62,Pas-de-Calais,2,2,open_probable,Ouvert probable,"Le site officiel de la piscine intercommunale Océane détaille les activités, l'école de natation et l'accès au site, ce qui confirme l'exploitation du centre.",Piscine Océane,https://www.oceane-piscine.fr/,2026-03-16,Forte,,1,"Le site officiel de la piscine intercommunale Océane détaille les activités, l'école de natation et l'accès au site, ce qui confirme l'exploitation du centre.",2025-03-31,2024-02-01
I627580010,Hélicéa,62758,Saint-Martin-Boulogne,246200729,CA du Boulonnais,62,Pas-de-Calais,3,2,open_probable,Ouvert probable,"Le site officiel d'Hélicéa détaille l'espace aquatique, les équipements et les contacts du complexe, sans signal de fermeture durable.",Hélicéa,https://helicea-cab.fr/,2026-03-16,Forte,,1,"Le site officiel d'Hélicéa détaille l'espace aquatique, les équipements et les contacts du complexe, sans signal de fermeture durable.",2025-03-31,2024-09-26
I627650014,Base Nautique d'aviron,62765,Saint-Omer,200069037,CA du Pays de Saint-Omer,62,Pas-de-Calais,1,0,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,,2025-03-31,2024-02-01
I628650007,Centre aquatique Aquatis,62865,Vitry-en-Artois,200044048,CC Osartis Marquion,62,Pas-de-Calais,5,3,open_probable,Ouvert probable,"La mairie de Vitry-en-Artois annonce en décembre 2025 une fermeture annuelle d'entretien du 22 décembre 2025 au 4 janvier 2026, ce qui confirme que l'espace aqualudique Aquatis est bien en exploitation.",Mairie de Vitry-en-Artois,https://www.intramuros.org/vitry-en-artois/actualites/-54514,2026-03-16,Forte,,1,"La mairie de Vitry-en-Artois annonce en décembre 2025 une fermeture annuelle d'entretien du 22 décembre 2025 au 4 janvier 2026, ce qui confirme que l'espace aqualudique Aquatis est bien en exploitation.",2025-03-31,
I622890007,PISCINE MUNICIPALE,62289,Écuires,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,3,2,open_probable,Ouvert probable,"La page officielle CA2BM publie des horaires 2025 avec fermetures techniques ponctuelles, ce qui confirme l'exploitation du centre aquatique intercommunal.",CA2BM,https://www.ca2bm.fr/tourisme-sport-culture/tourisme/le-centre-aquatique-intercommunal/,2026-03-11,Moyenne,,1,"La page officielle CA2BM publie des horaires 2025 avec fermetures techniques ponctuelles, ce qui confirme l'exploitation du centre aquatique intercommunal.",2025-03-31,2019-02-08
I623180002,PISCINE,62318,Étaples,200069029,CA des Deux Baies en Montreuillois,62,Pas-de-Calais,1,1,open_probable,Ouvert probable,"La ville d'Étaples-sur-Mer publie les horaires de la piscine intercommunale, y compris pour les petites vacances et les grandes vacances, ce qui confirme l'ouverture du site.",Ville d'Étaples-sur-Mer,https://etaples-sur-mer.fr/vie-pratique/piscine-intercommunale/,2026-03-16,Forte,,1,"La ville d'Étaples-sur-Mer publie les horaires de la piscine intercommunale, y compris pour les petites vacances et les grandes vacances, ce qui confirme l'ouverture du site.",2025-03-31,2024-04-24
I800010025,Piscine : AQU'ABB,80001,Abbeville,200070993,CA de la Baie de Somme,80,Somme,6,4,open_probable,Ouvert probable,Le site officiel Aqu'ABB affiche les horaires de la semaine du lundi 9 mars 2026.,Aqu'ABB,https://www.resaquabb.fr/,2026-03-11,Forte,,1,Le site officiel Aqu'ABB affiche les horaires de la semaine du lundi 9 mars 2026.,2025-03-31,2024-02-22
I800160008,Piscine Caneton,80016,Albert,248000747,CC du Pays du Coquelicot,80,Somme,1,1,open_probable,Ouvert probable,"La ville d'Albert publie les horaires d'ouverture, les animations municipales et les tarifs 2025 de la piscine Caneton, ce qui confirme l'ouverture du site.",Ville d'Albert,https://www.ville-albert.fr/piscine-municipale/,2026-03-16,Forte,,1,"La ville d'Albert publie les horaires d'ouverture, les animations municipales et les tarifs 2025 de la piscine Caneton, ce qui confirme l'ouverture du site.",2025-03-31,2024-02-05
I800210162,Centre Aquatique Amiens Metropole,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,5,4,open_probable,Ouvert probable,"Le site officiel d'Aquapôle publie les horaires actuels des bassins 50 m, 25 m et ludique, ainsi que des actualités datées de 2026, ce qui confirme l'ouverture au public.",Aquapôle Amiens,https://aquapole-amiens.fr/horaires.html,2026-03-16,Forte,,1,"Le site officiel d'Aquapôle publie les horaires actuels des bassins 50 m, 25 m et ludique, ainsi que des actualités datées de 2026, ce qui confirme l'ouverture au public.",2025-03-31,2024-09-26
I800210059,Coliseum,80021,Amiens,248000531,CA Amiens Métropole,80,Somme,16,4,open_probable,Ouvert probable,"La page officielle d'Amiens Métropole publie les horaires détaillés de la piscine du Coliseum en mars 2026 et ne signale qu'une fermeture ponctuelle du 6 au 8 mars, ce qui confirme l'ouverture du site.",Amiens Métropole,https://www.amiens.fr/Vivre-a-Amiens/Sport/Les-grands-equipements-sportifs/Coliseum/Horaires-Tarifs-Piscine-et-Patinoire,2026-03-16,Forte,,1,"La page officielle d'Amiens Métropole publie les horaires détaillés de la piscine du Coliseum en mars 2026 et ne signale qu'une fermeture ponctuelle du 6 au 8 mars, ce qui confirme l'ouverture du site.",2025-03-31,2024-02-22
I802530014,Piscine municipale Centre Nautique Marc Revaux,80253,Doullens,200070951,CC du Territoire Nord Picardie,80,Somme,2,0,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,,2025-03-31,2024-02-05
I802530004,Stand de tir de la Citadelle,80253,Doullens,200070951,CC du Territoire Nord Picardie,80,Somme,1,0,open_probable,Ouvert probable,Aucun signal de fermeture détecté dans Data ES.,Data ES calculé,,,,,0,,2025-03-31,2019-11-26
I803680002,Complexe sportif Viméo,80368,Friville-Escarbotin,200070944,CC du Vimeu,80,Somme,1,1,open_probable,Ouvert probable,"Le site officiel de Viméo est actif, avec coordonnées, accès, formulaire de contact et rubrique horaires et tarifs, ce qui confirme l'exploitation du centre aquatique.",Viméo,https://vimeo.ccvimeu.fr/contact/,2026-03-16,Forte,,1,"Le site officiel de Viméo est actif, avec coordonnées, accès, formulaire de contact et rubrique horaires et tarifs, ce qui confirme l'exploitation du centre aquatique.",2025-03-31,2024-03-17
I804100008,Piscine Aquari'Ham,80410,Ham,200070985,CC de l'Est de la Somme,80,Somme,2,2,open_probable,Ouvert probable,"L'office de tourisme institutionnel décrit Aquari'Ham comme centre aquatique en service avec activités, tarifs et contact, ce qui confirme l'exploitation du site.",Peronne Haute Somme Tourisme,https://www.peronnehautesomme-tourisme.com/en/loisirs/centre-aquatique-aquariham/,2026-03-16,Moyenne,,1,"L'office de tourisme institutionnel décrit Aquari'Ham comme centre aquatique en service avec activités, tarifs et contact, ce qui confirme l'exploitation du site.",2025-03-31,2024-04-25
I805700001,Centre aquatique Alméo,80570,Moreuil,200070969,CC Avre Luce Noye,80,Somme,6,3,open_probable,Ouvert probable,"Le site officiel d'Alméo publie des actualités datées de 2026 et présente le centre aquatique comme actif à Moreuil, sans signal de fermeture durable.",Alméo,https://www.almeo.fr/,2026-03-16,Forte,,1,"Le site officiel d'Alméo publie des actualités datées de 2026 et présente le centre aquatique comme actif à Moreuil, sans signal de fermeture durable.",2025-03-31,2011-11-22
I806200002,CENTRE AQUATIQUE,80620,Péronne,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),80,Somme,1,1,open_probable,Ouvert probable,"Le site officiel du centre aquatique O2 Somme est actif en 2026 pour la vente en ligne et la réservation, ce qui confirme l'exploitation du site de Péronne.",Centre aquatique O2 Somme,https://centre-aquatique-o2-somme.horanet.com/,2026-03-16,Forte,,1,"Le site officiel du centre aquatique O2 Somme est actif en 2026 pour la vente en ligne et la réservation, ce qui confirme l'exploitation du site de Péronne.",2025-03-31,2024-02-01
I806850010,Arobase,80685,Roye,200070977,CC du Grand Roye,80,Somme,1,1,open_probable,Ouvert probable,"Le site officiel d'Arobase publie les horaires, les espaces et les activités du centre aquatique de Roye, ce qui confirme l'ouverture au public.",Arobase,https://www.arobase-roye.fr/,2026-03-16,Forte,,1,"Le site officiel d'Arobase publie les horaires, les espaces et les activités du centre aquatique de Roye, ce qui confirme l'ouverture au public.",2025-03-31,2024-06-11
